C02020,C02170,C02013,C02016,C02050,C02060,C02068,C02070,C02090,C02100,C02105,C02110,C02122,C02130,C02150,C02158,C02164,C02180,C02185,C02188,C02195,C02198,C02220,C02230,C02240,C02261,C02275,C02282,C02290
243.3302049,251.4283018,244.9766348,248.8255892,265.0156278,248.2184804,246.1551133,240.6004848,276.4977723,276.6134223,297.5078701,243.9661172,233.545866,265.648389,282.8377154,256.7191987,284.1577388,269.413201,246.3982801,297.8147083,248.1780588,224.3642727,248.0845487,262.7932049,232.3202195,296.2024707,255.4694663,271.5779244,325.0767983
263.1678758,262.3658478,255.1493948,280.8270997,238.1082837,260.5656601,307.4000407,258.987643,235.3844303,257.6380038,289.3760304,251.6378502,249.8662095,279.8153899,316.2402912,257.4414251,277.7883426,255.1192148,233.7387501,288.8782878,276.3669014,275.7907743,247.6830411,272.7691016,278.8253155,253.1585989,242.9105714,263.6254836,255.5746558
259.955643,294.3455477,278.1398657,264.2052111,241.6528324,270.4435334,271.9760093,287.6341597,235.5671359,276.7336756,258.715391,260.8509175,277.5021595,270.6112971,256.7139615,284.6603326,285.2450235,226.5178687,268.403158,223.188063,256.76952,267.8421151,277.5368118,266.8695696,259.2583024,276.414097,263.4133639,265.7406968,252.3019047
274.4437825,266.3966369,272.0344234,264.6418128,258.0588793,236.5516054,251.3404703,263.1029672,237.5014151,258.0266323,295.6270755,269.1503309,274.2565678,267.6944079,280.2802296,256.0616633,250.8260652,247.7970795,265.9065413,222.794666,270.6315818,247.3846186,288.3945981,229.2311251,241.0582231,271.5189451,276.8559941,259.1858813,258.8275654
243.6671388,241.1250373,277.1590212,282.4397671,258.0778441,276.0063619,255.2638016,236.0848574,289.690854,271.4931383,250.5389056,263.9422897,279.9232787,266.3199559,259.759005,295.7101158,261.1202488,288.1433954,278.8975212,288.7593491,262.9536602,253.791567,243.2961636,225.059879,244.0933492,272.9810551,273.1123505,262.1155504,240.2860018
261.159336,253.6963206,257.9154782,277.3300103,309.9737313,260.7117807,234.404424,265.8253875,265.3776866,249.4968884,248.9600602,263.3762656,256.8194914,248.2737638,285.0295462,281.1949953,273.1059167,277.3435715,263.8956745,279.7909147,270.4286883,274.8177116,300.0070284,229.9496395,277.1212857,279.3205552,249.5892093,217.5462515,237.8708073
228.1980009,266.6437769,269.3830983,254.0857288,315.9225884,270.1413908,288.7505585,278.549923,259.7608271,290.5976535,268.946628,286.8620799,246.4383402,273.0235288,279.1107937,250.0940941,284.8531988,266.3510155,269.2094657,267.4353162,250.5405539,268.2973961,253.7728811,253.1392154,285.5315843,260.4231025,273.0077143,269.2087335,269.4613465
265.6195562,250.6993305,263.7700188,277.8803022,269.8589153,297.033578,240.020127,251.4564548,285.5268272,280.2977149,269.7326883,271.0391069,300.4621587,245.6458485,263.957199,282.3474341,281.8568768,283.3555126,263.2462346,274.9108061,239.9370424,264.8397816,240.9610152,243.5801862,250.1265974,248.8821625,280.4558472,253.521078,280.3173945
287.436523,245.4009888,272.3755613,265.7253958,271.1134141,288.4535141,277.0482565,265.7742673,270.1820388,261.2891987,238.6707076,255.0626091,245.9978007,243.0796088,258.1065811,253.562045,265.5987349,278.2528629,264.3280522,278.9300045,305.4496564,242.3971321,244.7061251,272.8266201,279.2314252,221.282623,239.8949441,236.0535123,226.0908498
283.498011,277.873344,291.4724238,271.5901497,268.6285949,265.4629702,242.3074622,272.5995847,254.8732207,240.1545239,281.8327017,244.9823969,258.9640847,276.8950918,274.2996929,290.1041939,259.864008,300.8700992,261.3236582,286.6080291,241.1418415,267.4102309,275.8409167,215.6596524,235.3087597,252.1916849,274.6914408,279.8847102,254.1487543
265.681089,249.6861727,270.4496649,241.4011628,266.461718,270.8390247,259.663052,283.3645153,264.0155194,265.1915715,229.8680493,293.6384204,272.1349412,312.9159854,258.9721214,278.4870648,276.224857,249.7545736,230.8330008,286.3589543,269.3095717,257.6599771,261.5482788,280.6044864,293.3678675,271.3576516,288.2889292,241.8615752,264.7004709
265.4074186,247.322605,220.3193955,287.0653385,257.6706385,254.0163795,274.1147982,250.508868,260.934818,261.9851283,273.4945863,276.0551084,282.5213211,272.6533061,264.992223,247.8759414,273.7331348,268.3635945,279.0401625,261.0879149,268.2669572,212.1393168,269.0954298,266.7501806,263.0530315,289.837903,292.2458303,284.9234394,278.0244844
267.3066321,274.0588286,265.2985492,283.853565,253.6334113,281.2646715,277.2151658,276.7996427,254.4563433,298.3356113,267.1597365,258.6856389,247.409818,248.3174078,244.576399,243.5061356,277.6161619,263.9214295,272.5178439,242.4635364,249.2597762,278.3638163,254.5130964,255.1443658,277.5381281,283.1362072,254.3101474,286.6725559,282.2858683
269.6944951,234.3014365,215.6065815,246.9727892,273.0753199,246.1762771,248.0359152,254.6507164,256.3509347,256.84105,249.3872373,253.8840971,312.2319339,288.6564664,273.0990532,232.9223459,270.3714446,259.9131042,270.3485635,265.135341,262.4267379,258.5704142,280.9111327,242.1889093,243.8900868,250.3174556,271.3477984,262.6669221,254.8643764
252.2845522,269.3250247,226.5535611,271.5970953,252.3384754,231.0920546,267.2724031,274.8061536,283.1593363,285.1964199,250.7533288,236.676072,251.2678574,276.1628597,278.4717416,274.8379747,236.4878983,291.6257912,264.9760337,247.5884366,266.1348878,282.9175246,262.2126736,246.2737339,278.13684,236.8936918,256.4643226,236.8742996,274.2877094
248.0039148,256.9198054,268.7775946,280.9407503,241.7094796,269.0823577,252.1168014,266.1740657,258.7445739,272.5892785,297.3401085,231.7969992,233.6784148,248.9854569,272.3523362,279.1701176,242.6883044,257.8461058,255.5781484,257.6387587,278.9761031,248.7714841,244.4513071,276.8917816,250.4168038,268.1354769,258.0455741,260.1871044,280.8141146
267.9550586,232.2890919,241.0267215,289.3096838,223.2734842,226.791787,280.8773734,290.361684,257.9005577,239.0710136,254.6598321,247.2574838,255.8796814,271.8998735,304.54142,255.7683123,263.3466492,261.4937158,250.8098655,255.8223935,272.7901279,250.6932286,276.180395,264.6610968,264.000048,242.0574833,249.5192914,244.1976802,250.3391618
283.1788146,280.4520005,271.422097,247.8402151,269.4695008,269.4018091,288.1735373,244.0782186,249.9961595,262.8430938,274.4649184,289.2430462,250.4682783,280.4487957,269.5575121,254.714288,250.9982774,278.0527542,266.0357662,257.6845155,270.5949446,267.3050068,262.3379139,251.0654417,260.4457605,262.4943109,265.1495402,269.0599771,236.904243
265.3082987,236.3181985,247.643091,260.7707694,245.8311334,226.4285759,274.1581405,255.317523,230.9782487,241.1569283,261.2082696,247.2185987,254.0977691,285.8830748,272.4321965,226.7988512,282.6910719,235.5143714,278.8789307,249.6593891,264.9699497,294.5082522,296.3137622,279.9692522,258.9854412,260.4543707,245.3287919,245.6858256,276.9811136
254.6055167,280.6663798,248.8839697,270.991316,248.5447737,264.03365,285.9166099,262.0749995,261.6597223,258.8229924,280.7345285,273.843758,265.1306391,268.3338583,236.0520461,260.4684127,257.4725675,274.6542961,260.1606585,252.2219113,250.663266,293.5662935,268.2630185,245.2585607,252.9748165,258.2300444,271.152572,267.9447059,297.14191
263.8977031,284.0852623,283.6138118,268.9350579,270.8353232,275.7335653,296.6296169,231.272699,266.3171842,258.2803267,273.9035,269.0920954,253.5164353,253.9998121,243.4455341,226.3729052,243.2109109,227.5253327,246.047811,257.8984819,246.8436372,266.5896141,257.272166,287.8294889,272.381262,282.9956537,263.7440449,247.3180968,264.1245667
285.4724467,267.6998608,263.9191991,298.4866438,268.4469726,269.3642106,296.8285241,253.3898855,228.956498,274.205874,246.0860128,242.2694619,269.3008596,274.4586087,264.3027515,283.1466192,295.6421246,297.9578909,252.1501308,263.7485182,265.0563528,225.7393889,239.5258261,246.3167574,260.0703646,266.2559076,287.7540069,255.062488,245.7125319
283.3939737,271.8860089,251.5636013,239.6595605,273.355695,257.8430327,287.6379364,263.1870151,268.4669638,232.0873272,278.864892,286.4904141,256.2895702,267.429964,242.1302614,244.5438338,254.1082543,265.0602001,271.2995721,242.4997899,283.2347544,247.6311374,249.4249101,256.7209984,280.009039,266.6330416,261.2888037,262.0661684,266.1206569
252.0194941,247.9385213,262.7645878,252.9745637,247.3282041,267.7024367,263.4812467,257.9543676,281.210369,266.5003389,262.319435,266.3211988,256.6884659,286.1771122,265.0261523,278.7599178,249.4738052,288.008653,282.0392984,239.4248723,235.4010126,269.3371842,261.8367216,287.519725,255.3140742,247.6025054,304.0965271,244.8090442,265.7658883
274.9654091,264.9514867,223.163356,269.9589632,273.1572188,277.6130039,260.541818,255.7117275,243.4953439,278.6310493,256.6078635,283.7679442,230.6123665,307.7166652,268.0922215,317.2213439,273.2748043,263.4064869,300.6321014,248.4294246,264.0775432,278.5191513,269.8984407,231.2244417,261.6325351,246.8840096,282.1617016,247.9784762,275.5730367
266.5447642,255.4074296,264.1838112,234.6843694,289.4930106,254.5649153,231.5331091,270.4216788,268.8709013,274.8005219,278.0856868,261.7012069,246.1260756,289.277572,242.6508321,270.0547313,278.5491869,245.3844251,258.5370776,253.9087032,277.7150418,265.7878793,258.963481,268.0079053,246.9184074,260.3346388,220.1642759,250.2440835,291.492311
254.8466893,236.7661368,268.9330372,260.4627712,242.3078476,231.1470348,265.0737514,260.2504028,271.7556251,291.8021471,258.0821123,295.2833676,252.9672023,239.4306754,273.4574281,264.2524183,289.4251678,264.1949615,250.9324582,293.1707797,280.8142332,268.6325271,251.699215,231.2644021,273.5848306,235.7160678,285.3312481,255.7755693,250.3320093
267.9926676,274.5717849,304.7732029,252.4522778,221.1766834,270.9570108,262.8291264,281.5395125,256.6680174,229.0013293,276.8549126,230.1564358,289.4618488,254.2249395,244.1824655,273.5011773,268.2798496,248.122139,261.708034,262.1771234,257.7797772,283.1983067,264.8866204,293.3012942,255.940008,274.2214021,278.4544856,241.4308415,250.4169516
322.3528339,277.4844882,273.1031993,268.9569396,262.9833382,273.3522203,246.5476766,281.8348561,246.8459227,261.7895513,239.938778,264.5377834,274.5026649,295.0600392,262.1732966,262.336375,254.6824437,275.2219141,278.8029075,202.8837282,235.3118831,243.2334244,275.1741357,271.326109,294.8397267,246.3530254,258.0491679,265.1671509,273.3325142
266.2654495,279.7757542,250.219371,250.4015105,229.4756474,276.255564,251.3090887,246.3970643,276.4598549,281.5714299,259.3469963,264.3945962,310.2838412,241.0987973,305.6478624,254.0872916,301.0258994,254.9844708,284.6100543,251.9778211,256.0626139,244.9223556,297.1608377,243.2340208,248.4156156,221.5925215,277.0397552,249.6722335,255.8298669
257.4622514,274.7892769,256.4677824,268.3476472,264.6832266,246.5877105,243.5234976,255.1329191,292.4115455,265.8093208,289.2716632,274.1886977,290.5325776,286.453017,222.6743569,238.2586449,257.4879337,252.6898724,243.8167909,256.4719879,269.1072698,243.483779,244.6466164,270.5410024,252.6481879,244.1363313,261.9304434,244.4287419,243.8199807
290.6554517,234.6004984,286.9323331,291.424789,259.9535521,274.8754905,263.4522596,267.6540761,288.9734982,243.500482,267.6150884,256.3134346,238.3690884,266.1218425,222.7064313,256.808101,248.700146,269.106222,260.343116,260.8754453,260.828002,264.8277542,247.6865802,275.1899776,296.1794058,230.5759865,226.7878783,228.0885807,259.1273263
283.3937558,247.84713,283.4565718,280.3107787,278.4924279,240.7224576,253.9750051,252.4038434,275.3072983,274.2629629,272.078158,284.6182859,233.7283881,269.9372649,241.2269122,252.3291436,281.1550848,257.2528565,259.1073979,272.48569,267.9451756,253.3151099,295.880328,282.2061605,235.547829,264.4995321,271.7431051,259.1789876,243.1399791
296.1682776,318.6512955,281.4145551,217.5296625,266.9969781,230.9590675,267.8384678,298.2700737,254.7793431,308.4248093,248.3051443,275.4574914,283.7901765,216.1585846,275.2483164,276.4037026,284.4566862,260.1295615,245.2398104,273.1799005,279.7376452,285.5621287,267.1626874,249.1487619,256.9909944,247.5844914,249.7211699,310.0049257,270.7044182
276.1164169,232.7298601,226.5097931,250.5625479,240.9696809,275.2990923,289.52888,245.6346624,250.2644797,253.4719545,262.387248,264.146396,283.9480784,255.5573011,260.4053211,257.8312982,240.1350343,252.9813129,232.9382036,261.2554561,251.4884236,244.8754301,285.9237672,274.9214308,295.3910996,255.1085903,254.1887624,267.7799453,251.163689
281.48107,293.2593086,281.1137824,225.7603894,257.0865739,257.8193173,229.7205216,253.8273495,272.7919675,240.4878773,307.1133182,280.499965,270.0604369,280.6673701,221.0027309,270.7458194,229.818559,274.4765277,225.5478727,277.0364233,264.0946852,269.1543309,239.9551016,240.940263,251.0475489,297.3776649,280.2646384,292.8260236,272.6445153
283.0230846,257.140612,245.6132798,283.1050625,237.4189237,249.3614227,264.1716722,239.9783572,296.5735968,222.1370863,299.609043,272.058128,276.8250011,272.7873722,269.1032737,298.4237395,230.8855377,286.6988369,263.9610737,252.9030475,269.2977255,287.4430669,296.9999058,267.044781,285.5466001,268.0730821,236.3737104,246.6115044,235.0601915
271.2206653,242.2314567,283.9000148,279.9966343,241.0633807,241.8169889,260.554584,274.1131296,299.2581417,255.6682011,275.4154071,270.2228058,243.986076,261.3037344,248.1207004,282.4683809,266.6831599,257.0475077,291.5648339,251.0099412,284.753429,274.5945671,222.6045758,246.8142282,279.4212432,245.8896373,263.2611306,260.9577706,239.8171464
264.2742313,271.7040637,259.9464198,247.6497971,254.244493,250.0191723,250.3616131,240.7936865,240.9871443,239.8681774,271.0307914,251.5528526,250.8887068,283.2798732,259.2639643,262.0606133,274.4919147,296.4203509,278.529619,289.532874,256.1707765,240.3233336,249.2696572,284.9628907,288.1617484,246.0517521,269.3247629,286.4367826,270.8192564
285.6746043,233.6903144,245.9883565,224.4418608,246.0540244,267.603083,278.2931178,266.2699869,265.3228294,244.5623539,258.9967747,277.1759978,283.1191789,287.6893956,272.347867,258.6090538,294.1418304,267.9911131,271.0907154,273.2495426,252.3732808,266.1038615,245.0307705,261.1031864,263.8986741,284.749509,290.6011524,237.8586557,290.2424942
254.0798861,262.9619824,263.4469933,290.9615548,255.2866596,246.9572504,228.1035282,287.8756431,255.7000376,293.918155,236.9983813,278.310192,275.8489936,281.9361432,274.5359035,274.1307675,245.2435214,221.4261235,267.5566961,248.3100214,282.1700904,273.715485,272.9413787,289.2462786,279.2178243,242.1590007,291.0353348,264.4865102,253.3147053
289.6212457,262.4279305,257.1093106,271.5778024,288.3809675,245.515074,241.9963739,265.0245245,274.2781646,265.1021208,254.1238437,309.4408583,268.9173027,276.9492844,259.5620929,267.5130113,246.1837959,248.0369002,252.284152,264.1079622,267.1610421,265.3760362,289.8928291,252.8956621,258.3188653,264.685574,277.2351216,312.6488025,252.0701062
272.6896308,274.5161717,288.8035947,269.6522761,238.4023918,244.4611615,262.9589284,255.6566637,283.2247774,264.1745958,268.6650421,276.3709748,248.5465794,242.2543034,267.9180968,262.1052146,238.9123999,275.1619278,255.7623127,267.337927,263.2338555,248.7166385,265.3200793,254.4566765,318.6831125,295.6113352,243.6211822,274.4878235,278.7221755
282.805943,272.0131209,282.4953687,252.1734452,248.6451322,256.0219823,245.3322941,260.2974139,256.742481,239.0390905,263.8929345,259.9706474,248.3800673,247.3388792,242.8916211,270.711463,264.2987986,270.1978312,236.9982354,268.7650439,231.9949836,268.2568763,270.4411763,285.4026322,252.7253522,256.8331551,236.5954942,269.5126221,240.2726742
250.058979,244.885617,311.0701339,251.7428493,251.5336737,292.4164094,271.7725862,269.8621897,260.6010292,253.3843889,258.3759245,249.7019611,310.0592088,291.5745491,239.0994746,272.1354909,255.4763581,275.3332572,234.5008881,255.099292,277.9676743,237.2189316,263.5529978,271.0040016,299.9658873,283.421262,265.9191655,272.8032191,274.0559611
267.7915571,267.1890883,260.0142621,262.1906308,276.3509808,255.6131525,255.1680335,286.2259641,296.5390131,282.1171784,250.8527636,267.9679356,266.5945018,262.9434729,252.8603399,222.2096724,262.4163483,213.2933836,242.7182861,271.3139439,258.233499,283.9061793,265.9305012,301.0085153,271.5309798,263.0154786,279.9077765,262.8274884,264.4606734
254.5820717,279.5602276,300.7516584,252.9162883,244.8215723,257.6983549,253.5716028,278.376046,285.6508696,277.2951512,251.4414834,277.0602729,254.4860319,273.5514105,270.5622337,288.2351459,281.805378,280.0067222,256.636575,234.7899112,237.3660792,254.8753707,267.125642,240.3306443,261.9395408,284.6795514,242.1857054,233.5313721,259.6854016
279.149284,270.8903545,268.425423,298.6462709,250.5720621,270.6047086,285.8768821,241.7920342,276.024977,271.5272977,299.1717871,263.7530031,279.7128903,231.1920514,284.3986476,282.9830207,242.2237558,277.7136041,242.2085435,266.5722537,234.4911114,286.5535575,280.7551527,275.6788836,272.8342354,264.6308605,273.3016379,301.452291,254.4407392
243.1756326,254.9005308,281.9917909,256.2744303,296.3064015,227.2977122,258.7584627,272.1862307,271.6790384,281.2712159,257.8447637,236.1912268,269.8003463,298.9231238,288.5726036,296.7985546,245.7123997,258.2929724,247.1901123,248.8637679,254.4032912,275.2858725,241.3222726,253.4269015,280.1887509,261.3222295,228.5118765,244.725661,240.4567174
278.4738149,267.7960793,268.6351587,243.0607496,291.1270105,259.082698,264.0585591,255.3895985,234.2981967,239.7515117,247.3619355,227.6760795,260.0452167,238.7931963,245.140666,243.2150751,279.1192821,287.215652,274.9921159,267.348305,260.0366249,229.4882818,291.7612463,254.3477526,253.4065968,223.3993546,267.9306878,255.1175728,244.2140548
223.3119697,209.2244357,245.0527433,255.6441701,240.2893585,290.1577094,256.6531655,238.1578873,254.9120685,244.5005969,256.3852864,226.6945416,299.0873639,242.1430075,271.2419187,270.753408,253.8020567,253.2069256,244.9711373,264.3400501,294.9526148,228.9088722,283.0121322,232.9361239,254.5972081,253.467638,246.4227977,256.5843812,242.0658557
248.6459677,275.6302459,258.8477889,266.0014086,262.1007031,241.7897863,291.7343238,291.2437233,300.914402,276.2480449,295.0557726,220.3282893,263.0855363,238.0050593,272.5667655,258.8059766,253.0192892,239.4128507,251.6194715,269.8585467,271.1769311,270.9639816,267.2907461,283.3952385,250.3334403,245.6464686,264.6810545,210.2760654,271.8592798
262.7711807,246.6190173,282.5960661,238.4078269,272.8857574,295.0264881,254.4285546,250.714687,268.3384199,263.6342209,267.7080957,290.8624204,266.2721874,246.1391268,304.0535822,207.319335,248.1976469,265.8888079,263.6762147,258.6885293,268.0871143,235.8949924,259.5807726,293.5005423,232.0907903,269.1853369,213.9506356,246.1448135,307.1556111
256.4363753,269.0006827,231.7151448,274.3968619,214.9883752,262.9960761,272.553268,280.6634764,279.7590315,279.2781994,265.0595931,302.5821009,277.7828199,255.3207096,273.7829525,305.1005623,280.9291134,250.7398244,268.9068984,240.1027371,261.6066963,273.6475125,259.0593538,256.8175124,286.9231959,282.4210973,277.4464382,277.2958946,265.8512235
252.6075561,266.8435459,247.921887,263.0356943,229.1843542,275.0637302,231.0626272,263.6919388,262.9248242,274.1913759,272.489069,253.6932251,295.4120317,245.7924033,273.3406575,219.7413916,282.858943,278.4046161,260.1233337,282.4154268,287.1094678,251.3596352,250.4203098,264.0697581,254.2241039,218.9441948,238.6275909,269.98496,270.3348822
242.7188448,279.5181195,252.9692082,273.9279785,233.0441088,257.9739657,269.9496356,279.9469712,269.8430748,241.2190032,234.2188277,252.1547541,317.9783803,260.7722393,261.3931001,275.2427348,253.3373455,260.1006423,254.3281945,275.089572,274.0282561,257.3253845,259.2230555,292.1103111,236.5259855,280.3054562,294.1967159,239.0129621,262.7947552
254.4044996,256.2284625,234.0071774,295.2843389,248.184759,255.9808492,275.9040004,278.7444268,295.8712502,304.6817703,241.1107617,232.8385779,226.5641912,279.8206917,271.1330143,262.6183601,263.4803835,254.5520572,285.6645274,262.6774576,280.6293177,276.1574203,275.0508977,255.38275,265.1170132,224.9194651,253.1422719,268.729709,248.3421173
274.8699967,251.1588453,258.8654683,270.0972514,254.5873175,276.7354378,265.4446108,275.9998631,264.5404336,252.8435701,265.6906736,234.4633521,246.669447,277.902979,288.6805186,278.1486132,288.2682148,284.2181173,254.1768313,288.3619359,274.1639832,267.4511648,243.8258569,258.0746962,240.6566347,246.9503137,289.5640872,249.9276738,254.9697748
296.886352,229.4523095,245.8881369,268.1541883,261.2364326,250.8034889,276.2490815,271.553612,294.7503328,259.9155306,275.1185722,256.649863,278.2731464,258.2228542,267.5141894,252.6275202,255.4332244,252.5198697,250.4868527,263.426082,254.8251029,254.9762699,269.3552758,269.5979485,244.9374173,260.7032024,250.243206,323.4471597,283.8481668
264.7549623,291.0564009,250.9682742,269.3493274,267.5326084,268.5157558,270.0014297,246.0762417,280.9239117,275.1095307,276.362755,284.4676578,250.498061,280.3625751,233.3422211,276.1453281,248.4165086,265.6096889,298.5304521,285.5782104,245.7875832,274.8474898,276.6915862,266.9378639,259.8422837,271.1571589,269.5448153,243.9880987,252.6432001
270.4668339,261.4199992,267.994437,273.1398098,272.521817,281.962181,279.245253,217.9734058,245.8266704,269.8503009,253.2287973,285.0343264,238.4781223,253.8122083,238.7814445,251.5368117,272.8670053,263.2254464,252.9714578,292.9576743,271.9635215,220.5703939,281.9593117,238.1726915,259.4196621,261.3755931,306.9579918,273.0704744,270.8187158
256.7683181,273.3196431,258.4627137,273.7169341,263.0657694,268.6693955,231.869809,238.5657943,289.4725764,273.3333839,271.448614,248.2103005,251.3320001,282.0713805,246.2549444,254.7069426,273.7056656,250.2746011,283.7549115,269.2069258,242.0282321,273.6487362,285.3715639,232.2122197,289.5183637,271.5619552,253.8244741,256.0827223,253.1499448
268.2116206,279.7892293,243.3943036,263.2908926,264.2215789,252.3824006,245.8382622,287.2849762,278.2261764,237.3852654,257.5873603,275.1529297,250.359714,242.3595561,280.3103112,289.6495003,249.9982777,274.0217778,281.5124375,261.7316219,261.8438942,287.9202909,296.2978628,275.5187985,235.5812073,281.3498807,225.3281437,242.8429069,252.5761186
270.3052956,255.5248075,300.7790803,291.5888321,260.900325,254.2582541,264.2290399,262.9619852,261.6739493,276.5170616,217.5332294,248.2037275,270.4719088,240.2164798,267.7369452,266.5180516,278.1755988,260.4781404,262.9811501,282.7129128,230.4534594,237.9089301,238.8241006,275.0894372,221.9951343,238.4233087,243.0710048,272.7923056,286.164959
283.6327455,258.9571426,261.4371732,283.4238804,227.2501729,274.9518919,256.0759351,253.784498,287.0305545,256.6092162,326.0785123,285.1083653,267.8016402,286.2000629,244.6840937,236.7357227,296.1739762,279.4563594,247.9349303,239.1685315,260.406847,227.2258039,271.0717064,261.5687037,269.6328664,261.0242035,252.1394873,249.6618476,269.8640733
265.4746691,246.1912506,257.0844011,280.6747951,245.4611405,267.0297765,260.5611129,234.5464359,257.7960617,264.5518288,262.9199773,268.7877401,263.1009254,224.6453776,257.0566849,261.6849631,279.9265305,266.8513205,238.7941464,274.5416463,284.7623042,257.446871,274.721495,291.9452671,270.5252133,290.268687,257.7033133,260.4954366,283.8002772
281.1741566,298.1872015,258.8742625,267.0780586,300.7899481,266.7259748,255.6979091,276.4902056,259.4602956,226.6689471,285.7365923,249.0761269,294.3039379,269.9367966,262.1574394,280.7374866,288.4870077,248.2023249,284.7364632,260.2165639,258.6916547,284.3973385,291.189142,261.2376961,223.4603389,292.7178357,240.2760968,286.6580094,255.0187208
265.2579662,237.9771252,265.7102374,245.4217187,238.2961075,304.8629989,284.7028963,270.7319528,269.6038046,276.4464723,242.8111316,272.6051579,268.4292073,301.8222092,279.1634794,232.7450961,245.4811695,290.9054711,282.6180021,273.3468911,269.9316809,257.9613403,297.1738958,260.1531661,275.0218464,258.392802,241.2219078,254.6737758,251.8431534
284.5895631,246.4712789,268.5395825,279.2542834,251.7510379,268.3470839,240.5648584,263.2264595,265.0037048,239.1346424,249.1396244,254.5369527,236.2365011,256.3868032,266.293139,279.1485401,264.6702578,277.6827962,238.3843925,253.7965519,262.4596744,271.5982162,237.6726955,257.6445446,296.0768499,220.0486614,266.4739403,242.6395881,234.2366388
276.0211908,259.1385618,276.5040182,260.1872965,258.8423616,242.640094,288.9841576,236.6537738,280.6299329,250.9289309,292.3108821,237.2670025,257.4520402,285.1644841,239.0472724,259.8667397,245.250115,246.9985543,246.0208084,243.7601218,292.0601788,257.1575725,247.9374595,265.8684739,265.9578621,282.9929696,239.0609571,261.5886371,267.8947741
238.977198,230.8234356,246.446305,259.7153525,239.3438998,258.2773112,268.4600317,267.5374664,271.4550099,247.3694101,237.6331304,254.6665205,264.980077,237.2938406,272.5729125,257.8494315,265.9036131,231.5081514,286.6659295,287.1644277,241.7565996,250.0097182,261.3797668,238.350898,251.7569842,259.4554106,261.5738683,258.9320661,235.2562205
292.7652604,243.8208925,268.4811228,242.6057701,260.4433774,266.0842077,267.4438925,242.1572876,240.5936865,265.9347684,285.8502595,276.5390824,269.0624979,283.6165817,291.7588501,249.9721282,274.1185707,277.9420466,235.3271843,271.0844479,263.0768441,288.3874745,248.5614276,278.3554553,301.6026437,246.8480345,287.8991861,299.5732874,261.6097874
288.4868109,274.822553,255.7582605,311.6252282,262.1415209,248.8729609,249.8021562,301.7241161,263.2805304,268.6388788,253.1255861,251.1436935,262.3592499,279.9504127,223.6779021,278.2959565,247.0893443,267.1063938,268.028598,273.7520655,264.8691622,276.0731144,243.8336501,272.3450086,280.2976906,260.4983054,245.0517321,262.6162938,274.5018886
269.8491633,262.4416989,258.6875192,273.6375799,277.1546433,221.317104,251.8590742,270.9096085,304.2568643,321.1437392,294.5149653,260.4613948,267.6641364,282.2781197,286.6822842,246.9926584,294.2162494,269.8616337,288.6060307,271.5340985,277.0548469,239.9676571,246.2120719,240.8971301,242.4590574,282.5434876,232.3146074,289.9192292,243.0475989
271.3610051,285.4089993,290.8767299,260.9171496,271.7510366,262.0259435,215.0552438,250.6946135,250.4133845,232.1831728,252.8890459,294.4348679,255.0086414,272.7645143,229.6287651,266.3159812,287.382654,265.0469759,250.9183688,242.3874192,281.5831384,255.689004,278.8622786,259.5865036,252.1165431,228.8908699,298.6346368,297.253905,287.6671404
229.8113383,280.5596353,301.6243055,245.5480505,237.9131903,241.0731333,235.4931841,262.9339101,267.9275681,271.9367193,271.1739648,248.5305033,230.7130581,290.2336766,292.1526471,245.9415155,249.8534051,224.0806928,263.8425587,254.2817057,242.9389053,270.0182379,279.2030133,234.8005303,235.6637569,229.589381,245.7000493,251.8388114,242.5867925
278.3298855,263.5318738,298.3965498,325.7704781,263.787093,253.9774067,236.9134233,270.889314,282.7491493,250.7166906,275.2704827,254.2459097,247.6229578,264.2964568,235.8759905,282.3907253,279.2817075,271.440726,262.8949005,250.0516337,272.4660446,285.9979197,264.1706627,277.9620441,273.111527,253.4083206,258.2288725,238.0506255,275.9052279
280.582524,252.8611857,232.4379709,259.6682569,250.8887919,271.9862075,252.8663924,259.9115448,255.691081,280.289699,242.3261616,279.7327159,275.3566175,217.4885233,262.4468951,256.1122536,262.8465689,320.291139,223.8928773,257.5632218,267.0468021,258.3199465,250.1318366,280.6336436,262.1532721,258.6877276,238.8916721,287.702883,265.2045451
245.8407941,291.4226352,262.9451826,307.7726755,289.9266977,280.5124856,259.939638,272.7884175,261.0050388,258.8923679,279.9390575,231.2299268,240.5211924,230.0737045,233.5354249,293.325127,290.7395164,258.3277562,259.6723416,266.0486827,292.787935,259.0150246,273.0672157,261.7606837,259.2242792,268.9777232,254.7463628,242.6362658,234.1048507
265.7120778,284.9478529,234.9160841,241.6484688,259.5087248,258.5220746,281.2600012,270.9465191,267.7922895,287.8078227,264.6441524,280.6265299,280.86979,244.2076621,276.0280383,242.1845123,248.4418396,250.6841414,271.2152584,247.860347,281.9747158,248.0455578,295.2806811,250.3111159,303.1143784,229.1048885,235.2177089,265.6036568,260.8532702
257.8746989,281.4503967,268.9258467,262.2379912,257.6507802,249.8861162,265.8279447,260.4136598,289.2546686,289.0613337,285.8064403,276.0006034,272.6277345,264.1271403,279.1283349,243.1092321,270.6526884,279.3703686,304.4939752,257.4255329,233.8481683,269.6848749,286.1086881,273.6541907,249.965968,257.2278709,283.4475985,258.9304551,244.1946018
